Type,Document,Start,End
L0 Out of Scope,United_States-EN-1-3.txt,0,365
L0 Heading,United_States-EN-1-3.txt,680,703
L0 Heading,United_States-EN-1-3.txt,1886,1917
L0 Heading,United_States-EN-1-3.txt,5257,5315
L0 Heading,United_States-EN-1-3.txt,8873,8941
L0 Heading,United_States-EN-1-3.txt,17432,17464
L0 Heading,United_States-EN-1-3.txt,21479,21493
L0 Heading,United_States-EN-1-3.txt,25382,25777
L0 Heading,United_States-EN-1-3.txt,31120,31219
L0 Heading,United_States-EN-1-3.txt,36220,36339
L0 Heading,United_States-EN-1-3.txt,41218,41319
L0 Heading,United_States-EN-1-3.txt,42671,42764
L0 Heading,United_States-EN-1-3.txt,43766,43854
L0 Heading,United_States-EN-1-3.txt,47283,47330
L0 Heading,United_States-EN-1-3.txt,50983,51038
L0 Heading,United_States-EN-1-3.txt,53221,53263
L0 Heading,United_States-EN-1-3.txt,54530,54591
L0 Heading,United_States-EN-1-3.txt,57548,57563
L1 Background,United_States-EN-1-3.txt,366,21476
L0 Out of Scope,United_States-EN-1-4.txt,0,278
L0 Out of Scope,United_States-EN-1-4.txt,15174,15212
L2 Outcome,United_States-EN-1-4.txt,14780,15173
L0 Heading,United_States-EN-1-4.txt,1408,1438
L0 Heading,United_States-EN-1-4.txt,4663,4683
L0 Heading,United_States-EN-1-4.txt,6467,6506
L0 Heading,United_States-EN-1-4.txt,8587,8609
L0 Heading,United_States-EN-1-4.txt,14780,14790
L2 Introductory Summary,United_States-EN-1-4.txt,279,1405
L1 Background,United_States-EN-1-4.txt,279,8584
L1 Analysis,United_States-EN-1-4.txt,8586,15173
L0 Out of Scope,United_States-EN-1-5.txt,0,296
L0 Out of Scope,United_States-EN-1-5.txt,29044,29079
L2 Outcome,United_States-EN-1-5.txt,28784,29043
L0 Heading,United_States-EN-1-5.txt,28784,28796
L0 Heading,United_States-EN-1-5.txt,1482,1494
L0 Heading,United_States-EN-1-5.txt,3599,3643
L0 Heading,United_States-EN-1-5.txt,5727,5757
L0 Heading,United_States-EN-1-5.txt,7054,7087
L0 Heading,United_States-EN-1-5.txt,9410,9469
L0 Heading,United_States-EN-1-5.txt,13338,13432
L0 Heading,United_States-EN-1-5.txt,18689,18748
L0 Heading,United_States-EN-1-5.txt,22389,22448
L0 Heading,United_States-EN-1-5.txt,23589,23649
L0 Heading,United_States-EN-1-5.txt,27891,27943
L1 Analysis,United_States-EN-1-5.txt,7054,29043
L1 Background,United_States-EN-1-5.txt,297,7051
L2 Introductory Summary,United_States-EN-1-5.txt,297,1481
L0 Out of Scope,United_States-EN-1-6.txt,0,450
L0 Out of Scope,United_States-EN-1-6.txt,32055,32094
L2 Outcome,United_States-EN-1-6.txt,30909,32054
L0 Heading,United_States-EN-1-6.txt,1402,1414
L0 Heading,United_States-EN-1-6.txt,6750,6801
L0 Heading,United_States-EN-1-6.txt,8668,8694
L0 Heading,United_States-EN-1-6.txt,10921,10970
L0 Heading,United_States-EN-1-6.txt,27220,27239
L0 Heading,United_States-EN-1-6.txt,30909,30921
L1 Analysis,United_States-EN-1-6.txt,10921,32054
L1 Background,United_States-EN-1-6.txt,451,10918
L2 Introductory Summary,United_States-EN-1-6.txt,451,1399
L0 Out of Scope,United_States-EN-1-2.txt,0,379
L0 Out of Scope,United_States-EN-1-2.txt,19914,19940
L2 Outcome,United_States-EN-1-2.txt,19239,19913
L0 Heading,United_States-EN-1-2.txt,380,392
L0 Heading,United_States-EN-1-2.txt,5018,5039
